,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
,55521,2010-12-19 01:30:45,10.75,3.00,13.75\n
